DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2018-0419-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Bastrop, Burnet, Colorado, Fayette, Hood, Jim Wells, Kerr, Kimble, La Salle, Live Oak, Llano, Mason, McMullen, Nueces, Real, San Patricio, Travis, and Williamson counties",Heavy rains,Storm,No,No,Yes,,,Km2,,,,2018,10,15,2018,10,20,5,,,,,,,,,400000,485374,82.41066796,"[{""adm2_code"":31210,""adm2_name"":""Bastrop""},{""adm2_code"":31226,""adm2_name"":""Burnet""},{""adm2_code"":31244,""adm2_name"":""Colorado""},{""adm2_code"":31274,""adm2_name"":""Fayette""},{""adm2_code"":31310,""adm2_name"":""Hood""},{""adm2_code"":31324,""adm2_name"":""Jim Wells""},{""adm2_code"":31332,""adm2_name"":""Kerr""},{""adm2_code"":31333,""adm2_name"":""Kimble""},{""adm2_code"":31338,""adm2_name"":""La Salle""},{""adm2_code"":31348,""adm2_name"":""Live Oak""},{""adm2_code"":31349,""adm2_name"":""Llano""},{""adm2_code"":31356,""adm2_name"":""Mason""},{""adm2_code"":31361,""adm2_name"":""McMullen""},{""adm2_code"":31377,""adm2_name"":""Nueces""},{""adm2_code"":31392,""adm2_name"":""Real""},{""adm2_code"":31404,""adm2_name"":""San Patricio""},{""adm2_code"":31426,""adm2_name"":""Travis""},{""adm2_code"":31445,""adm2_name"":""Williamson""}]",2018-11-19,2023-09-25
2018-0457-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"New Mexico, Texas, Iowa, Minnesota, Kansas, Louisiana, Tennessee",,Flood,No,No,No,,,Kph,,,,2018,12,26,2018,12,28,2,,,,,,,,,150000,182015,82.41066796,"[{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2019-01-02,2023-09-25
2018-0468-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,Woolsey Fire,USA,United States of America,Northern America,Americas,"Thousand Oaks, Oak Park, Westlake Village, Agoura Hills, West Hills, Simi Valley, Chatsworth, Bell Canyon, Hidden Hills, Malibu and Calabasas (California)",,,No,No,No,,,Km2,,,,2018,11,8,2018,11,21,2,3,,,3,,,4000000,4853741,5200000,6309863,82.41066796,"[{""adm2_code"":28883,""adm2_name"":""Los Angeles""},{""adm2_code"":28920,""adm2_name"":""Ventura""}]",2019-01-08,2023-09-25
2018-9476-USA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,USA,United States of America,Northern America,Americas,Nationwide,,,No,No,No,,,Km2,,,,2018,1,,2018,12,,,,,,,,,,,3000000,3640305,82.41066796,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3216,""adm1_name"":""Arizona""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3225,""adm1_name"":""Hawaii""},{""adm1_code"":3226,""adm1_name"":""Idaho""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3242,""adm1_name"":""Nevada""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3258,""adm1_name"":""Utah""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm1_code"":3262,""adm1_name"":""West Virginia""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2019-02-22,2023-09-25
2019-0007-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Missouri, Illinois, Iowa, Kansas, Nebraska, Washington DC, Virginia, Colorado, North, South Carolina",,Snow/ice,No,No,Yes,,,Kph,,,,2019,1,11,2019,1,15,13,57,,,57,,,,,,,83.90417006,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2019-01-17,2023-09-25
2019-0045-USA,No,nat-met-sto-san,Natural,Meteorological,Storm,Sand/Dust storm,,,USA,United States of America,Northern America,Americas,Midwest and Northeast,,Lightening|Snow/ice,No,No,No,,,Kph,,,,2019,1,18,2019,1,21,10,,,,,,,,,100000,119184,83.90417006,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2019-02-08,2023-09-25
2019-0046-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,Upper midwest,,Cold wave,No,No,No,,,Kph,,,,2019,1,29,2019,1,31,22,,,,,,,,,,,83.90417006,"[{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2019-02-08,2023-09-25
2019-0081-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Alabama, Georgia, South Carolina, Florida, Mississippi,",,,No,No,No,,,Kph,,,,2019,3,3,2019,3,4,28,90,,,90,,,140000,166857,190000,226449,83.90417006,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3254,""adm1_name"":""South Carolina""}]",2019-03-06,2023-09-25
2019-0086-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,"Amador, Glenn, Lake, Mendocino, Sonoma, Humboldt counties (California)",Heavy rain,"Slide (land, mud, snow, rock)|Storm",No,No,Yes,,,Km2,,,,2019,2,25,2019,3,1,1,,6000,,6000,,,,,,,83.90417006,"[{""adm2_code"":28867,""adm2_name"":""Amador""},{""adm2_code"":28875,""adm2_name"":""Glenn""},{""adm2_code"":28876,""adm2_name"":""Humboldt""},{""adm2_code"":28881,""adm2_name"":""Lake""},{""adm2_code"":28887,""adm2_name"":""Mendocino""},{""adm2_code"":28913,""adm2_name"":""Sonoma""}]",2019-03-06,2023-09-25
2019-0089-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Tennessee, Mississippi, Alabama, Illinois, Indiana, Ohio, Connecticut, Maryland, Massachusetts, New Jersey, New-York, Pennsylvania, Virginia, West Virginia states",,Flood|Hail,No,No,No,,,Kph,,,,2019,2,23,2019,2,25,2,12,,,12,,,,,1200000,1430203,83.90417006,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2019-03-08,2023-09-25
2019-0090-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4727,,USA,United States of America,Northern America,Americas,Northern California,,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2019,2,26,2019,3,4,1,,8000,,8000,,,,,,,83.90417006,"[{""adm1_code"":3218,""adm1_name"":""California""}]",2019-03-08,2023-09-25
2019-0116-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Nebraska, Iowa, Wisconsin, Missouri, Kansas, Illinois, Minnesota, South Dakota, North Dakota, Michigan",Fast snowmelt,Storm,No,No,No,,,Km2,,,,2019,3,14,2019,3,31,5,,2000,,2000,,,2500000,2979590,10000000,11918359,83.90417006,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2019-03-19,2023-09-25
2019-0160-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Robertson, Angelina, Houston and Cherokee Counties (Texas); Louisiana, Arkansas, Mississippi, Alabama, Georgia, North Carolina, Ohio, Pennyslvania",,Hail,No,No,No,,160,Kph,,,,2019,4,13,2019,4,14,8,12,,165,177,,,,,1300000,1549387,83.90417006,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm2_code"":31202,""adm2_name"":""Angelina""},{""adm2_code"":31236,""adm2_name"":""Cherokee""},{""adm2_code"":31312,""adm2_name"":""Houston""},{""adm2_code"":31397,""adm2_name"":""Robertson""}]",2019-04-18,2023-09-25
2019-0171-CAN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CAN,Canada,Northern America,Americas,"Ontario, Nouveau-Brunswick, Quebec",Incresaing temperatures and heavy rains,Broken Dam/Burst bank,No,No,No,,,Km2,,,"St Lawrence, St John rivers",2019,4,27,2019,5,5,1,,19500,,19500,,,210000,250286,800000,953469,83.90417006,"[{""adm1_code"":828,""adm1_name"":""New Brunswick / Nouveau-Brunswick""},{""adm1_code"":833,""adm1_name"":""Ontario""},{""adm1_code"":835,""adm1_name"":""Quebec / Québec""}]",2019-05-06,2023-09-25
2019-0184-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Texas, Lousiana states",,Flood,No,No,Yes,,,Kph,,,,2019,4,24,2019,4,26,5,,,,,,,,,,,83.90417006,"[{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2019-05-07,2023-09-25
2019-0250-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Jefferson city, Golden (Barry county), Carl Junction (Jasper county), Missouri state",,Hail,No,No,No,,150,Kph,,,,2019,5,23,2019,5,31,3,150,,,150,,,,,,,83.90417006,"[{""adm2_code"":30165,""adm2_name"":""Barry""},{""adm2_code"":30209,""adm2_name"":""Jasper""},{""adm2_code"":30210,""adm2_name"":""Jefferson""}]",2019-06-18,2023-09-25
2019-0306-USA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,USA,United States of America,Northern America,Americas,Ridgecrest (Califronia),,,No,No,Yes,,7.1,Moment Magnitude,35.77,-117.599,,2019,7,5,2019,7,5,,,150,,150,,,50000,59592,200000,238367,83.90417006,"[{""adm2_code"":28879,""adm2_name"":""Kern""}]",2019-07-09,2023-09-25
2019-0307-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,"Lincolnton region (Lincoln County, North Carolina)",Heavy rains,,No,No,Yes,,,Km2,,,Catawba river,2019,6,6,2019,6,9,3,,600,,600,,,,,,,83.90417006,"[{""adm2_code"":30621,""adm2_name"":""Lincoln""}]",2019-07-10,2023-09-25
2019-0335-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cylone 'Barry',USA,United States of America,Northern America,Americas,"Louisiana, Mississippi, Arkansas, Oklahoma, Great Lakes region",,,No,No,No,,,Kph,,,,2019,7,13,2019,7,15,1,,,,,,,300000,357551,600000,715102,83.90417006,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""}]",2019-07-15,2023-09-25
2019-0412-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2019-000099,Tropical cyclone 'Dorian',USA,United States of America,Northern America,Americas,"Florida, Georgia, South Carolina, North Carolina, Virginia",,Flood,No,No,No,,150,Kph,,,,2019,8,28,2019,9,6,10,,,,,,,,,1600000,1906937,83.90417006,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2019-10-28,2023-09-25
2019-0417-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm ' Imelda',USA,United States of America,Northern America,Americas,Texas,,Flood,No,No,No,,65,Kph,,,,2019,9,17,2019,9,21,5,,1000,,1000,,,1200000,1430203,3500000,4171426,83.90417006,"[{""adm1_code"":3257,""adm1_name"":""Texas""}]",2019-09-20,2023-09-25
2019-0484-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Texas, Arkansas, Oklahoma, Missouri, Louisiana,Tennessee.",,,No,No,Yes,,220,Kph,,,,2019,10,20,2019,10,21,4,,,,,,,2000000,2383672,2600000,3098773,83.90417006,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2019-10-22,2023-09-25
2019-0513-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,Saddleridge fire & Sandalwood fire,USA,United States of America,Northern America,Americas,Los Angeles and Riverside counties (California),,,No,No,No,,,Km2,,,,2019,10,10,2019,10,17,3,12,312,279,603,,,,,325000,387347,83.90417006,"[{""adm2_code"":28883,""adm2_name"":""Los Angeles""},{""adm2_code"":28897,""adm2_name"":""Riverside""}]",2019-10-28,2023-09-25
2019-0517-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,Kincade Fire,USA,United States of America,Northern America,Americas,"Los Angeles, San Bernardino, Ventura, Sonoma Counties (California)",,,No,No,Yes,,,Km2,,,,2019,10,26,2019,10,31,,2,660,,662,,,800000,953469,1300000,1549387,83.90417006,"[{""adm2_code"":28883,""adm2_name"":""Los Angeles""},{""adm2_code"":28900,""adm2_name"":""San Bernardino""},{""adm2_code"":28913,""adm2_name"":""Sonoma""},{""adm2_code"":28920,""adm2_name"":""Ventura""}]",2019-10-28,2023-09-25
2019-0532-CAN,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,CAN,Canada,Northern America,Americas,"Bromont, Sherbrooke (Quebec); Ontario",,Flood,No,No,No,,100,Kph,,,,2019,10,31,2019,11,2,1,,,,,,,,,275000,327755,83.90417006,"[{""adm1_code"":833,""adm1_name"":""Ontario""},{""adm2_code"":12706,""adm2_name"":""Brome-Missisquoi""},{""adm2_code"":12735,""adm2_name"":""Sherbrooke""}]",2019-11-05,2023-09-25
2019-0593-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Pacific Northwest, Rockies, Northern Plains, Upper Midwest, and the Northeast",,Cold wave,No,No,No,,,Kph,,,,2019,11,27,2019,12,3,10,,,,,,,,,,,83.90417006,"[{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3226,""adm1_name"":""Idaho""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3258,""adm1_name"":""Utah""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2019-12-06,2023-09-25
2019-0624-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Missouri, Nebraska, Indiana, Kansas, Louisiana, Mississippi, Alabama, Florida, Georgia",,Hail,No,No,No,,260,Kph,,,,2019,12,16,2019,12,18,18,,,,,,,175000,208571,235000,280081,83.90417006,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""}]",2019-12-17,2023-09-25
2020-0011-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Missouri, Arkansas, Louisiana, Mississippi, Alabama, Tennessee, Kentucky, Georgia states",,Flood,No,No,No,,,Kph,,,,2020,1,10,2020,1,12,10,,,,,,,,,1200000,1412775,84.93919813,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2020-01-13,2023-09-25
2020-0082-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Nashville (Tennessee), Kentucky, Missouri, Mississippi, Georgia, Texas Oklahoma, Illinois, Indiana, Ohio, Arkansas, West Virginia, Pennsylvania",,,No,No,Yes,,,Kph,,,,2020,3,2,2020,3,5,25,300,12000,,12300,,,,,2500000,2943282,84.93919813,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2020-03-03,2023-09-25
2020-0089-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Mississippi, Tennessee",Heavy rains,,No,No,Yes,,,Km2,,,Pearl River,2020,2,10,2020,2,17,,,3000,,3000,,,,,175000,206030,84.93919813,"[{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3256,""adm1_name"":""Tennessee""}]",2020-03-09,2024-04-12
2020-0148-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Louisiana, Texas, Mississippi, South Carolina, Georgia, Tennessee, Arkansas, North Carolina, Alabama",,Flood,No,No,No,,160,Kph,,,,2020,4,10,2020,4,14,38,200,,,200,,,2600000,3061013,3500000,4120595,84.93919813,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2020-04-16,2023-09-25
2020-0167-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Louisiana, Mississippi, Alabama, Georgia, Florida, Virginia",,Flood,No,No,No,,,Kph,,,,2020,4,21,2020,4,24,3,31,,,31,,,,,1400000,1648238,84.93919813,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2020-05-06,2024-04-18
